2 qid:616 1:0.010643 2:0.000000 3:0.800000 4:1.000000 5:0.011839 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.053861 12:0.000000 13:0.988486 14:1.000000 15:0.068371 16:0.007723 17:0.000000 18:0.470588 19:0.800000 20:0.007995 21:0.878300 22:0.829631 23:0.570830 24:0.934535 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:1.000000 30:1.000000 31:0.924908 32:1.000000 33:0.703533 34:0.812261 35:0.989299 36:0.815796 37:0.896790 38:0.846746 39:0.595979 40:0.956905 41:0.000000 42:0.000000 43:0.096774 44:0.714286 45:0.625000 46:0.000000 #docid = GX033-16-10682120 inc = 1 prob = 0.556463
1 qid:2814 1:0.120226 2:0.000000 3:0.333333 4:0.000000 5:0.121469 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.116811 12:0.000000 13:0.292494 14:0.000000 15:0.117619 16:0.078719 17:0.187500 18:0.357143 19:0.666667 20:0.078715 21:0.870037 22:0.732077 23:0.879086 24:0.747308 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.322669 30:0.094032 31:0.002277 32:0.072667 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.859305 38:0.688754 39:0.880986 40:0.710431 41:0.104439 42:0.142857 43:0.000000 44:0.800000 45:0.200000 46:0.000000 #docid = GX010-10-8992912 inc = 0.0960056265789069 prob = 0.829755
1 qid:2814 1:0.120226 2:0.000000 3:0.333333 4:0.000000 5:0.121469 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.116811 12:0.000000 13:0.292494 14:0.000000 15:0.117619 16:0.078719 17:0.187500 18:0.357143 19:0.666667 20:0.078715 21:0.870037 22:0.732077 23:0.879086 24:0.747308 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.322669 30:0.094032 31:0.002277 32:0.072667 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.859305 38:0.688754 39:0.880986 40:0.710431 41:0.104439 42:0.142857 43:0.000000 44:0.800000 45:0.200000 46:0.000000 #docid = GX010-10-8992912 inc = 0.0960056265789069 prob = 0.829755
1 qid:2814 1:0.120226 2:0.000000 3:0.333333 4:0.000000 5:0.121469 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.116811 12:0.000000 13:0.292494 14:0.000000 15:0.117619 16:0.078719 17:0.187500 18:0.357143 19:0.666667 20:0.078715 21:0.870037 22:0.732077 23:0.879086 24:0.747308 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.322669 30:0.094032 31:0.002277 32:0.072667 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.859305 38:0.688754 39:0.880986 40:0.710431 41:0.104439 42:0.142857 43:0.000000 44:0.800000 45:0.200000 46:0.000000 #docid = GX010-10-8992912 inc = 0.0960056265789069 prob = 0.829755
0 qid:5440 1:0.009036 2:0.000000 3:0.000000 4:0.000000 5:0.009036 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.010178 12:0.000000 13:0.000000 14:0.000000 15:0.010178 16:0.001161 17:0.166667 18:0.200000 19:0.588235 20:0.001299 21:0.311306 22:0.197527 23:0.094106 24:0.093378 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.303724 38:0.168595 39:0.081705 40:0.083452 41:0.000022 42:0.000805 43:0.000000 44:0.833333 45:0.371134 46:0.000000 #docid = GX112-59-9480542 inc = 1 prob = 0.0942419
0 qid:5440 1:0.009036 2:0.000000 3:0.000000 4:0.000000 5:0.009036 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.010178 12:0.000000 13:0.000000 14:0.000000 15:0.010178 16:0.001161 17:0.166667 18:0.200000 19:0.588235 20:0.001299 21:0.311306 22:0.197527 23:0.094106 24:0.093378 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.303724 38:0.168595 39:0.081705 40:0.083452 41:0.000022 42:0.000805 43:0.000000 44:0.833333 45:0.371134 46:0.000000 #docid = GX112-59-9480542 inc = 1 prob = 0.0942419
0 qid:5440 1:0.009036 2:0.000000 3:0.000000 4:0.000000 5:0.009036 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.010178 12:0.000000 13:0.000000 14:0.000000 15:0.010178 16:0.001161 17:0.166667 18:0.200000 19:0.588235 20:0.001299 21:0.311306 22:0.197527 23:0.094106 24:0.093378 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.303724 38:0.168595 39:0.081705 40:0.083452 41:0.000022 42:0.000805 43:0.000000 44:0.833333 45:0.371134 46:0.000000 #docid = GX112-59-9480542 inc = 1 prob = 0.0942419
0 qid:1000 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.000000 15:0.000000 16:0.002573 17:0.000000 18:0.222222 19:0.000000 20:0.002101 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.000000 38:0.000000 39:0.000000 40:0.000000 41:0.000000 42:0.000000 43:0.042254 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-0000000 inc = 1 prob = 0.0246906
0 qid:1000 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.000000 15:0.000000 16:0.002573 17:0.000000 18:0.222222 19:0.000000 20:0.002101 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.000000 38:0.000000 39:0.000000 40:0.000000 41:0.000000 42:0.000000 43:0.042254 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-0000000 inc = 1 prob = 0.0246906
0 qid:1000 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.000000 15:0.000000 16:0.002573 17:0.000000 18:0.222222 19:0.000000 20:0.002101 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.000000 38:0.000000 39:0.000000 40:0.000000 41:0.000000 42:0.000000 43:0.042254 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-0000000 inc = 1 prob = 0.0246906
1 qid:10 1:0.004901 2:0.666667 3:0.250000 4:0.666667 5:0.007349 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007783 12:0.731390 13:0.372959 14:0.997420 15:0.014407 16:0.002719 17:0.562500 18:0.055556 19:0.333333 20:0.002918 21:0.982440 22:1.000000 23:0.695358 24:1.000000 25:0.808446 26:0.882109 27:0.887677 28:0.832278 29:0.715215 30:0.585253 31:0.718372 32:0.448802 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:1.000000 38:1.000000 39:0.817002 40:1.000000 41:0.783398 42:0.384615 43:0.040230 44:1.000000 45:0.804598 46:0.000000 #docid = GX068-48-12934837 inc = 1 prob = 0.659932
1 qid:10 1:0.004901 2:0.666667 3:0.250000 4:0.666667 5:0.007349 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007783 12:0.731390 13:0.372959 14:0.997420 15:0.014407 16:0.002719 17:0.562500 18:0.055556 19:0.333333 20:0.002918 21:0.982440 22:1.000000 23:0.695358 24:1.000000 25:0.808446 26:0.882109 27:0.887677 28:0.832278 29:0.715215 30:0.585253 31:0.718372 32:0.448802 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:1.000000 38:1.000000 39:0.817002 40:1.000000 41:0.783398 42:0.384615 43:0.040230 44:1.000000 45:0.804598 46:0.000000 #docid = GX068-48-12934837 inc = 1 prob = 0.659932
1 qid:10 1:0.004901 2:0.666667 3:0.250000 4:0.666667 5:0.007349 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.007783 12:0.731390 13:0.372959 14:0.997420 15:0.014407 16:0.002719 17:0.562500 18:0.055556 19:0.333333 20:0.002918 21:0.982440 22:1.000000 23:0.695358 24:1.000000 25:0.808446 26:0.882109 27:0.887677 28:0.832278 29:0.715215 30:0.585253 31:0.718372 32:0.448802 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:1.000000 38:1.000000 39:0.817002 40:1.000000 41:0.783398 42:0.384615 43:0.040230 44:1.000000 45:0.804598 46:0.000000 #docid = GX068-48-12934837 inc = 1 prob = 0.659932
0 qid:8076 1:0.114865 2:1.000000 3:0.500000 4:1.000000 5:0.189189 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.095710 12:1.000000 13:0.500000 14:1.000000 15:0.170375 16:0.031410 17:0.800000 18:0.444444 19:0.800000 20:0.032769 21:0.626304 22:0.318469 23:0.345470 24:0.362002 25:0.772291 26:0.817618 27:1.000000 28:0.748446 29:0.504600 30:0.525567 31:0.622586 32:0.506219 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.659736 38:0.384452 39:0.298760 40:0.383623 41:0.016200 42:0.020888 43:0.128205 44:1.000000 45:0.575000 46:0.000000 #docid = GX008-00-7001949 inc = 1 prob = 0.073395
