0 qid:8732 1:1.000000 2:0.000000 3:0.000000 4:0.500000 5:1.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:1.000000 12:0.000000 13:0.000000 14:0.432919 15:1.000000 16:0.179097 17:0.352941 18:0.000000 19:0.227273 20:0.179072 21:0.611520 22:0.388912 23:0.722362 24:0.502138 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.601199 34:0.105603 35:0.003823 36:0.169402 37:0.560562 38:0.181733 39:0.650207 40:0.240693 41:0.000828 42:0.021277 43:0.000000 44:0.714286 45:0.152174 46:0.000000 #docid = GX239-54-14119052 inc = 1 prob = 0.179933
0 qid:7840 1:0.000000 2:0.000000 3:0.000000 4:0.500000 5:0.003030 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.152704 15:0.002392 16:0.001454 17:0.000000 18:0.400000 19:0.000000 20:0.001350 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.192922 34:0.168350 35:0.004944 36:0.076047 37:0.095152 38:0.028530 39:0.097269 40:0.000000 41:0.000000 42:0.000000 43:0.037500 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-0000000 inc = 1 prob = 0.0847647
0 qid:7840 1:0.000000 2:0.000000 3:0.000000 4:0.500000 5:0.003030 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.152704 15:0.002392 16:0.001454 17:0.000000 18:0.400000 19:0.000000 20:0.001350 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.192922 34:0.168350 35:0.004944 36:0.076047 37:0.095152 38:0.028530 39:0.097269 40:0.000000 41:0.000000 42:0.000000 43:0.037500 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-0000000 inc = 1 prob = 0.0847647
0 qid:7840 1:0.000000 2:0.000000 3:0.000000 4:0.500000 5:0.003030 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.152704 15:0.002392 16:0.001454 17:0.000000 18:0.400000 19:0.000000 20:0.001350 21:0.000000 22:0.000000 23:0.000000 24:0.000000 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.192922 34:0.168350 35:0.004944 36:0.076047 37:0.095152 38:0.028530 39:0.097269 40:0.000000 41:0.000000 42:0.000000 43:0.037500 44:0.000000 45:0.000000 46:0.000000 #docid = GX000-00-0000000 inc = 1 prob = 0.0847647
0 qid:669 1:0.011220 2:0.285714 3:0.333333 4:0.666667 5:0.014085 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.464488 12:0.314247 13:0.047714 14:0.666667 15:0.469727 16:0.000975 17:0.125000 18:0.437500 19:0.478261 20:0.000792 21:0.898216 22:0.693580 23:0.448665 24:0.570754 25:0.743863 26:0.926584 27:0.823338 28:0.857005 29:0.045379 30:0.000000 31:0.000000 32:0.000000 33:0.903562 34:0.475406 35:0.420915 36:0.330549 37:0.893651 38:0.714327 39:0.484379 40:0.604448 41:0.076236 42:0.842105 43:0.171429 44:0.500000 45:0.465753 46:0.000000 #docid = GX069-32-9957838 inc = 0.89503764057905 prob = 0.265312
0 qid:669 1:0.011220 2:0.285714 3:0.333333 4:0.666667 5:0.014085 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.464488 12:0.314247 13:0.047714 14:0.666667 15:0.469727 16:0.000975 17:0.125000 18:0.437500 19:0.478261 20:0.000792 21:0.898216 22:0.693580 23:0.448665 24:0.570754 25:0.743863 26:0.926584 27:0.823338 28:0.857005 29:0.045379 30:0.000000 31:0.000000 32:0.000000 33:0.903562 34:0.475406 35:0.420915 36:0.330549 37:0.893651 38:0.714327 39:0.484379 40:0.604448 41:0.076236 42:0.842105 43:0.171429 44:0.500000 45:0.465753 46:0.000000 #docid = GX069-32-9957838 inc = 0.89503764057905 prob = 0.265312
0 qid:669 1:0.011220 2:0.285714 3:0.333333 4:0.666667 5:0.014085 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.464488 12:0.314247 13:0.047714 14:0.666667 15:0.469727 16:0.000975 17:0.125000 18:0.437500 19:0.478261 20:0.000792 21:0.898216 22:0.693580 23:0.448665 24:0.570754 25:0.743863 26:0.926584 27:0.823338 28:0.857005 29:0.045379 30:0.000000 31:0.000000 32:0.000000 33:0.903562 34:0.475406 35:0.420915 36:0.330549 37:0.893651 38:0.714327 39:0.484379 40:0.604448 41:0.076236 42:0.842105 43:0.171429 44:0.500000 45:0.465753 46:0.000000 #docid = GX069-32-9957838 inc = 0.89503764057905 prob = 0.265312
0 qid:9747 1:0.163655 2:0.153846 3:1.000000 4:0.000000 5:0.167671 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.673816 12:0.167445 13:1.000000 14:0.000000 15:0.683929 16:0.096397 17:0.304348 18:0.750000 19:0.400000 20:0.096818 21:1.000000 22:0.831541 23:0.786239 24:0.815480 25:0.590172 26:0.748754 27:0.766111 28:0.765910 29:0.522019 30:0.920406 31:1.000000 32:0.930570 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:1.000000 38:0.834796 39:0.786690 40:0.818126 41:0.029677 42:0.062500 43:0.205128 44:0.800000 45:0.437500 46:0.000000 #docid = GX065-73-7392661 inc = 1 prob = 0.40793
0 qid:9747 1:0.163655 2:0.153846 3:1.000000 4:0.000000 5:0.167671 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.673816 12:0.167445 13:1.000000 14:0.000000 15:0.683929 16:0.096397 17:0.304348 18:0.750000 19:0.400000 20:0.096818 21:1.000000 22:0.831541 23:0.786239 24:0.815480 25:0.590172 26:0.748754 27:0.766111 28:0.765910 29:0.522019 30:0.920406 31:1.000000 32:0.930570 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:1.000000 38:0.834796 39:0.786690 40:0.818126 41:0.029677 42:0.062500 43:0.205128 44:0.800000 45:0.437500 46:0.000000 #docid = GX065-73-7392661 inc = 1 prob = 0.40793
0 qid:9747 1:0.163655 2:0.153846 3:1.000000 4:0.000000 5:0.167671 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.673816 12:0.167445 13:1.000000 14:0.000000 15:0.683929 16:0.096397 17:0.304348 18:0.750000 19:0.400000 20:0.096818 21:1.000000 22:0.831541 23:0.786239 24:0.815480 25:0.590172 26:0.748754 27:0.766111 28:0.765910 29:0.522019 30:0.920406 31:1.000000 32:0.930570 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:1.000000 38:0.834796 39:0.786690 40:0.818126 41:0.029677 42:0.062500 43:0.205128 44:0.800000 45:0.437500 46:0.000000 #docid = GX065-73-7392661 inc = 1 prob = 0.40793
1 qid:575 1:0.005988 2:0.000000 3:0.000000 4:0.000000 5:0.005988 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.058656 12:0.000000 13:0.000000 14:0.000000 15:0.058707 16:0.025048 17:0.012658 18:0.052632 19:0.500000 20:0.025295 21:0.680794 22:0.852906 23:0.900234 24:0.689139 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.669583 38:0.849540 39:0.899886 40:0.682457 41:0.000672 42:0.001410 43:0.033784 44:1.000000 45:0.777778 46:0.000000 #docid = GX014-98-9606754 inc = 1 prob = 0.195584
1 qid:575 1:0.005988 2:0.000000 3:0.000000 4:0.000000 5:0.005988 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.058656 12:0.000000 13:0.000000 14:0.000000 15:0.058707 16:0.025048 17:0.012658 18:0.052632 19:0.500000 20:0.025295 21:0.680794 22:0.852906 23:0.900234 24:0.689139 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.669583 38:0.849540 39:0.899886 40:0.682457 41:0.000672 42:0.001410 43:0.033784 44:1.000000 45:0.777778 46:0.000000 #docid = GX014-98-9606754 inc = 1 prob = 0.195584
