0 qid:7322 1:0.051852 2:0.000000 3:0.000000 4:0.500000 5:0.052545 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.056965 12:0.000000 13:0.000000 14:0.500000 15:0.058025 16:0.018857 17:0.222222 18:0.000000 19:0.285714 20:0.018942 21:0.970194 22:0.941105 23:0.882251 24:0.924367 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.641201 34:0.109458 35:0.002889 36:0.045596 37:0.961544 38:0.934381 39:0.873453 40:0.887865 41:0.014871 42:0.052632 43:0.000000 44:0.428571 45:0.500000 46:0.000000 #docid = GX240-54-11320032 inc = 1 prob = 0.756957
0 qid:524 1:0.005889 2:0.000000 3:0.333333 4:0.000000 5:0.005896 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.005847 12:0.000000 13:0.367822 14:0.000000 15:0.005855 16:0.000621 17:0.000000 18:0.285714 19:0.777778 20:0.000707 21:0.798830 22:0.890443 23:0.269789 24:0.968004 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.478368 30:0.106069 31:0.236941 32:0.075108 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.783423 38:0.824242 39:0.283498 40:0.884861 41:0.000000 42:0.000000 43:0.000000 44:1.000000 45:0.666667 46:0.000000 #docid = GX123-98-3094502 inc = 1 prob = 0.100811
0 qid:524 1:0.005889 2:0.000000 3:0.333333 4:0.000000 5:0.005896 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.005847 12:0.000000 13:0.367822 14:0.000000 15:0.005855 16:0.000621 17:0.000000 18:0.285714 19:0.777778 20:0.000707 21:0.798830 22:0.890443 23:0.269789 24:0.968004 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.478368 30:0.106069 31:0.236941 32:0.075108 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.783423 38:0.824242 39:0.283498 40:0.884861 41:0.000000 42:0.000000 43:0.000000 44:1.000000 45:0.666667 46:0.000000 #docid = GX123-98-3094502 inc = 1 prob = 0.100811
0 qid:524 1:0.005889 2:0.000000 3:0.333333 4:0.000000 5:0.005896 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.005847 12:0.000000 13:0.367822 14:0.000000 15:0.005855 16:0.000621 17:0.000000 18:0.285714 19:0.777778 20:0.000707 21:0.798830 22:0.890443 23:0.269789 24:0.968004 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.478368 30:0.106069 31:0.236941 32:0.075108 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.783423 38:0.824242 39:0.283498 40:0.884861 41:0.000000 42:0.000000 43:0.000000 44:1.000000 45:0.666667 46:0.000000 #docid = GX123-98-3094502 inc = 1 prob = 0.100811
1 qid:3390 1:0.420168 2:0.000000 3:0.000000 4:0.000000 5:0.419843 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.422512 12:0.000000 13:0.000000 14:0.000000 15:0.422039 16:0.394050 17:0.055556 18:0.562500 19:0.285714 20:0.394051 21:0.338631 22:0.301792 23:0.809154 24:0.249559 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.329817 38:0.286632 39:0.807260 40:0.260758 41:0.009623 42:0.018519 43:0.000000 44:0.400000 45:0.285714 46:0.000000 #docid = GX005-92-11099947 inc = 0.660831562553045 prob = 0.0845338
1 qid:3390 1:0.420168 2:0.000000 3:0.000000 4:0.000000 5:0.419843 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.422512 12:0.000000 13:0.000000 14:0.000000 15:0.422039 16:0.394050 17:0.055556 18:0.562500 19:0.285714 20:0.394051 21:0.338631 22:0.301792 23:0.809154 24:0.249559 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.329817 38:0.286632 39:0.807260 40:0.260758 41:0.009623 42:0.018519 43:0.000000 44:0.400000 45:0.285714 46:0.000000 #docid = GX005-92-11099947 inc = 0.660831562553045 prob = 0.0845338
1 qid:3390 1:0.420168 2:0.000000 3:0.000000 4:0.000000 5:0.419843 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.422512 12:0.000000 13:0.000000 14:0.000000 15:0.422039 16:0.394050 17:0.055556 18:0.562500 19:0.285714 20:0.394051 21:0.338631 22:0.301792 23:0.809154 24:0.249559 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.329817 38:0.286632 39:0.807260 40:0.260758 41:0.009623 42:0.018519 43:0.000000 44:0.400000 45:0.285714 46:0.000000 #docid = GX005-92-11099947 inc = 0.660831562553045 prob = 0.0845338
1 qid:3632 1:0.036832 2:0.000000 3:0.000000 4:0.000000 5:0.036765 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.039147 12:0.000000 13:0.000000 14:0.000000 15:0.039081 16:0.020989 17:0.021277 18:0.117647 19:0.222222 20:0.020947 21:0.707744 22:0.908699 23:1.000000 24:0.908535 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.700503 38:0.938635 39:1.000000 40:0.933507 41:0.699312 42:0.021277 43:0.033333 44:0.285714 45:0.227273 46:0.000000 #docid = GX020-83-7108092 inc = 1 prob = 0.537141
1 qid:3632 1:0.036832 2:0.000000 3:0.000000 4:0.000000 5:0.036765 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.039147 12:0.000000 13:0.000000 14:0.000000 15:0.039081 16:0.020989 17:0.021277 18:0.117647 19:0.222222 20:0.020947 21:0.707744 22:0.908699 23:1.000000 24:0.908535 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.700503 38:0.938635 39:1.000000 40:0.933507 41:0.699312 42:0.021277 43:0.033333 44:0.285714 45:0.227273 46:0.000000 #docid = GX020-83-7108092 inc = 1 prob = 0.537141
1 qid:3632 1:0.036832 2:0.000000 3:0.000000 4:0.000000 5:0.036765 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.039147 12:0.000000 13:0.000000 14:0.000000 15:0.039081 16:0.020989 17:0.021277 18:0.117647 19:0.222222 20:0.020947 21:0.707744 22:0.908699 23:1.000000 24:0.908535 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.700503 38:0.938635 39:1.000000 40:0.933507 41:0.699312 42:0.021277 43:0.033333 44:0.285714 45:0.227273 46:0.000000 #docid = GX020-83-7108092 inc = 1 prob = 0.537141
0 qid:1051 1:0.051758 2:0.000000 3:0.000000 4:0.000000 5:0.051758 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.061924 12:0.000000 13:0.000000 14:0.000000 15:0.062308 16:0.024728 17:0.555556 18:0.416667 19:0.461538 20:0.025060 21:0.862452 22:0.837384 23:0.898518 24:0.875581 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.861082 38:0.820693 39:0.888768 40:0.866142 41:0.303529 42:0.018519 43:0.042254 44:0.555556 45:0.471264 46:0.000000 #docid = GX015-38-7567043 inc = 0.750110902428502 prob = 0.529626
0 qid:1051 1:0.051758 2:0.000000 3:0.000000 4:0.000000 5:0.051758 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.061924 12:0.000000 13:0.000000 14:0.000000 15:0.062308 16:0.024728 17:0.555556 18:0.416667 19:0.461538 20:0.025060 21:0.862452 22:0.837384 23:0.898518 24:0.875581 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.861082 38:0.820693 39:0.888768 40:0.866142 41:0.303529 42:0.018519 43:0.042254 44:0.555556 45:0.471264 46:0.000000 #docid = GX015-38-7567043 inc = 0.750110902428502 prob = 0.529626
