0 qid:4342 1:0.003704 2:0.160000 3:0.666667 4:0.000000 5:0.007407 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.003818 12:0.170315 13:0.582250 14:0.000000 15:0.007636 16:0.008606 17:0.075949 18:0.307692 19:0.500000 20:0.008877 21:0.373407 22:0.392113 23:0.298248 24:0.196039 25:0.806090 26:0.734114 27:0.460780 28:0.683752 29:0.587166 30:0.466130 31:0.147115 32:0.481067 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.448530 38:0.471851 39:0.375669 40:0.246786 41:0.025212 42:0.009434 43:0.333333 44:0.428571 45:0.606061 46:0.000000 #docid = GX244-14-7167812 inc = 1 prob = 0.102275
0 qid:5826 1:0.287755 2:0.000000 3:0.000000 4:0.000000 5:0.287755 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.169211 12:0.000000 13:0.000000 14:0.000000 15:0.168395 16:0.695091 17:0.136364 18:0.000000 19:0.416667 20:0.694997 21:0.349286 22:0.496564 23:0.421753 24:0.549751 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.353372 38:0.499095 39:0.427090 40:0.550307 41:0.007977 42:0.010870 43:0.000000 44:0.428571 45:0.256098 46:0.000000 #docid = GX254-73-14597252 inc = 1 prob = 0.132351
2 qid:5301 1:0.255302 2:0.000000 3:0.000000 4:0.000000 5:0.255302 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.253273 12:0.000000 13:0.000000 14:0.000000 15:0.253288 16:0.133375 17:0.835821 18:0.000000 19:0.222222 20:0.134818 21:0.819107 22:0.361516 23:0.593698 24:0.305226 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.822202 38:0.366400 39:0.586721 40:0.304542 41:0.018936 42:0.076923 43:0.000000 44:0.400000 45:0.317460 46:0.000000 #docid = GX234-72-4403049 inc = 0.654780156814105 prob = 0.625448
1 qid:8164 1:0.140704 2:0.000000 3:0.000000 4:0.000000 5:0.140234 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.176725 12:0.000000 13:0.000000 14:0.000000 15:0.176254 16:0.076877 17:0.173913 18:0.000000 19:0.129032 20:0.076663 21:0.887798 22:0.805821 23:0.886316 24:0.767952 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.887139 38:0.786493 39:0.878466 40:0.769316 41:0.004196 42:0.052632 43:0.000000 44:0.400000 45:0.111588 46:0.000000 #docid = GX231-20-7990661 inc = 1 prob = 0.651937
1 qid:2085 1:0.009669 2:1.000000 3:0.666667 4:0.000000 5:0.017956 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.015766 12:1.000000 13:0.775797 14:0.000000 15:0.029423 16:0.000000 17:0.428571 18:0.200000 19:0.352941 20:0.000000 21:0.865465 22:1.000000 23:0.051430 24:1.000000 25:1.000000 26:1.000000 27:1.000000 28:1.000000 29:1.000000 30:1.000000 31:0.106347 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.859203 38:1.000000 39:0.159971 40:1.000000 41:0.075399 42:0.375000 43:1.000000 44:0.500000 45:0.584416 46:0.000000 #docid = GX230-24-15585690 inc = 0.742990848589651 prob = 0.444701
1 qid:681 1:0.121387 2:0.000000 3:0.666667 4:0.000000 5:0.122807 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.113658 12:0.000000 13:0.703386 14:0.000000 15:0.115001 16:0.191414 17:0.117647 18:0.500000 19:0.200000 20:0.190945 21:0.724849 22:0.615887 23:0.683510 24:0.631849 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:1.000000 30:0.130653 31:0.001456 32:0.080818 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.751941 38:0.641378 39:0.665534 40:0.655214 41:0.778923 42:0.517241 43:0.318182 44:0.250000 45:0.224138 46:0.000000 #docid = GX019-94-12030448 inc = 0.846105712200414 prob = 0.873744
0 qid:4878 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.000000 15:0.000000 16:0.009696 17:0.650000 18:0.714286 19:0.444444 20:0.010695 21:0.405060 22:0.219506 23:0.082799 24:0.450578 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.385663 38:0.189554 39:0.074728 40:0.404790 41:0.060727 42:0.017762 43:0.004255 44:0.000000 45:0.535714 46:0.000000 #docid = GX040-80-8933614 inc = 0.452343862281135 prob = 0.100262
1 qid:3558 1:0.072289 2:0.000000 3:0.500000 4:0.000000 5:0.074699 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.148171 12:0.000000 13:0.382350 14:0.000000 15:0.152211 16:0.030477 17:0.160000 18:0.297297 19:0.150000 20:0.030927 21:0.904095 22:0.855417 23:0.702835 24:0.795048 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.536774 30:0.368982 31:0.332205 32:0.305258 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.915014 38:0.863236 39:0.715848 40:0.812767 41:0.001797 42:0.111111 43:0.063830 44:0.333333 45:0.273504 46:0.000000 #docid = GX234-46-6247205 inc = 0.862260944585557 prob = 0.709392
0 qid:2147 1:0.008719 2:0.666667 3:0.500000 4:0.000000 5:0.012072 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.104491 12:0.668382 13:0.802930 14:0.000000 15:0.124846 16:0.006262 17:0.875000 18:0.500000 19:0.384615 20:0.006519 21:0.725319 22:0.397286 23:0.338261 24:0.301809 25:0.542430 26:0.652864 27:0.668992 28:0.624024 29:0.829206 30:0.981137 31:0.994386 32:0.920695 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.766549 38:0.475686 39:0.339998 40:0.390996 41:0.010231 42:0.100000 43:0.206897 44:0.285714 45:0.274336 46:0.000000 #docid = GX246-13-0602720 inc = 1 prob = 0.209742
0 qid:4544 1:0.043605 2:1.000000 3:0.500000 4:0.000000 5:0.043860 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.086693 12:1.000000 13:0.500000 14:0.000000 15:0.091702 16:0.005691 17:0.095238 18:0.133333 19:0.000000 20:0.005615 21:0.998600 22:0.942951 23:0.670838 24:0.949811 25:0.782060 26:0.737908 27:0.916458 28:0.729760 29:0.753434 30:0.619557 31:0.711812 32:0.451751 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:1.000000 38:0.941752 39:0.686494 40:0.954926 41:0.144914 42:0.027778 43:0.077922 44:0.166667 45:0.146341 46:0.000000 #docid = GX022-12-6080019 inc = 1 prob = 0.251914
0 qid:5579 1:0.437972 2:0.000000 3:0.000000 4:0.000000 5:0.435814 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.410948 12:0.000000 13:0.000000 14:0.000000 15:0.408854 16:0.303828 17:0.125000 18:0.000000 19:0.083333 20:0.303727 21:0.913078 22:0.483524 23:0.884792 24:0.551274 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.912922 38:0.509958 39:0.879549 40:0.573894 41:0.000123 42:0.023810 43:0.000000 44:0.250000 45:0.261905 46:0.000000 #docid = GX228-99-5204663 inc = 0.357983786625481 prob = 0.429783
0 qid:256 1:0.263441 2:0.000000 3:0.500000 4:0.000000 5:0.264785 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.904364 12:0.000000 13:0.418597 14:0.000000 15:0.899104 16:0.129625 17:0.034483 18:0.461538 19:0.333333 20:0.129589 21:0.619081 22:0.661146 23:0.602202 24:0.681909 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.253003 30:0.099000 31:0.051062 32:0.024653 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.619210 38:0.658849 39:0.600253 40:0.681213 41:0.000094 42:0.011628 43:0.000000 44:0.500000 45:0.317460 46:0.000000 #docid = GX051-55-2912371 inc = 1 prob = 0.249652
0 qid:8436 1:0.026833 2:0.000000 3:0.000000 4:0.200000 5:0.026465 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.045257 12:0.000000 13:0.000000 14:0.059362 15:0.044123 16:0.053587 17:0.076923 18:0.000000 19:1.000000 20:0.053673 21:0.667441 22:0.521939 23:0.841633 24:0.508590 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.061283 34:0.000000 35:0.000000 36:0.000000 37:0.644015 38:0.444015 39:0.816405 40:0.466367 41:0.000669 42:0.015152 43:0.000000 44:1.000000 45:0.676471 46:0.000000 #docid = GX267-20-2021756 inc = 1 prob = 0.282617
0 qid:8109 1:0.246357 2:1.000000 3:1.000000 4:0.000000 5:0.251908 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.613105 12:1.000000 13:1.000000 14:0.000000 15:0.608484 16:0.158125 17:0.642857 18:0.750000 19:0.200000 20:0.158527 21:0.059045 22:0.282132 23:0.261263 24:0.401613 25:0.816413 26:1.000000 27:0.259962 28:0.952426 29:0.703782 30:0.882164 31:0.175250 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.058908 38:0.291392 39:0.262200 40:0.406727 41:0.009392 42:0.020000 43:0.035714 44:0.800000 45:0.051948 46:0.000000 #docid = GX070-33-13755478 inc = 0.569695325071564 prob = 0.122098
0 qid:130 1:0.007143 2:0.000000 3:0.500000 4:0.000000 5:0.008442 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.865563 12:0.000000 13:0.609929 14:0.000000 15:0.863181 16:0.014363 17:0.000000 18:0.185185 19:0.117647 20:0.014503 21:0.236020 22:0.038540 23:0.008605 24:0.065343 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.565262 30:0.652230 31:0.826327 32:0.604036 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.371256 38:0.062609 39:0.019040 40:0.154808 41:0.000000 42:0.000000 43:0.378378 44:0.250000 45:0.168831 46:0.000000 #docid = GX020-07-5479061 inc = 0.0763083935680565 prob = 0.0754556
0 qid:2297 1:0.008390 2:0.000000 3:0.125000 4:0.000000 5:0.008915 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.442977 12:0.000000 13:0.113948 14:0.000000 15:0.454315 16:0.007206 17:0.000000 18:0.500000 19:0.000000 20:0.007182 21:0.213048 22:0.355014 23:0.400197 24:0.268007 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.132351 30:0.121110 31:0.040594 32:0.062218 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.211412 38:0.359590 39:0.406783 40:0.279620 41:0.000000 42:0.000000 43:0.102941 44:0.000000 45:0.106667 46:0.000000 #docid = GX228-79-16556707 inc = 0.05215652623969 prob = 0.0816732
