0 qid:1081 1:0.703448 2:0.000000 3:0.000000 4:0.000000 5:0.689655 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.725586 12:0.000000 13:0.000000 14:0.000000 15:0.711872 16:0.270684 17:0.000000 18:0.290323 19:0.333333 20:0.249788 21:0.638662 22:0.644879 23:0.752724 24:0.617993 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.638561 38:0.605918 39:0.750706 40:0.584231 41:0.000000 42:0.000000 43:0.003896 44:0.833333 45:0.595745 46:0.000000 #docid = GX247-72-7767074 inc = 0.774401165562511 prob = 0.114399
0 qid:3038 1:0.008761 2:1.000000 3:1.000000 4:0.000000 5:0.013716 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.006350 12:0.793563 13:1.000000 14:0.000000 15:0.010383 16:0.003499 17:0.304348 18:0.243902 19:0.227273 20:0.003885 21:0.433258 22:0.028413 23:0.000000 24:0.083292 25:0.714562 26:0.633688 27:0.298294 28:0.739911 29:0.858271 30:0.937520 31:0.998997 32:0.970546 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.488013 38:0.100552 39:0.000000 40:0.137695 41:0.000152 42:0.002445 43:0.000000 44:0.428571 45:0.256944 46:0.000000 #docid = GX052-46-9108793 inc = 1 prob = 0.0684118
0 qid:3038 1:0.008761 2:1.000000 3:1.000000 4:0.000000 5:0.013716 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.006350 12:0.793563 13:1.000000 14:0.000000 15:0.010383 16:0.003499 17:0.304348 18:0.243902 19:0.227273 20:0.003885 21:0.433258 22:0.028413 23:0.000000 24:0.083292 25:0.714562 26:0.633688 27:0.298294 28:0.739911 29:0.858271 30:0.937520 31:0.998997 32:0.970546 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.488013 38:0.100552 39:0.000000 40:0.137695 41:0.000152 42:0.002445 43:0.000000 44:0.428571 45:0.256944 46:0.000000 #docid = GX052-46-9108793 inc = 1 prob = 0.0684118
0 qid:3038 1:0.008761 2:1.000000 3:1.000000 4:0.000000 5:0.013716 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.006350 12:0.793563 13:1.000000 14:0.000000 15:0.010383 16:0.003499 17:0.304348 18:0.243902 19:0.227273 20:0.003885 21:0.433258 22:0.028413 23:0.000000 24:0.083292 25:0.714562 26:0.633688 27:0.298294 28:0.739911 29:0.858271 30:0.937520 31:0.998997 32:0.970546 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.488013 38:0.100552 39:0.000000 40:0.137695 41:0.000152 42:0.002445 43:0.000000 44:0.428571 45:0.256944 46:0.000000 #docid = GX052-46-9108793 inc = 1 prob = 0.0684118
0 qid:9922 1:0.080882 2:0.320000 3:0.400000 4:0.000000 5:0.117647 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.077642 12:0.334362 13:0.414815 14:0.000000 15:0.115363 16:0.038405 17:0.516129 18:0.250000 19:0.142857 20:0.041842 21:0.898479 22:0.699599 23:0.539574 24:0.807675 25:0.381678 26:0.323609 27:0.638513 28:0.244618 29:0.631063 30:0.558278 31:0.596706 32:0.541694 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.867737 38:0.663533 39:0.615400 40:0.766326 41:0.018913 42:0.195122 43:0.105263 44:0.142857 45:0.145985 46:0.000000 #docid = GX006-79-12745507 inc = 1 prob = 0.392367
0 qid:9922 1:0.080882 2:0.320000 3:0.400000 4:0.000000 5:0.117647 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.077642 12:0.334362 13:0.414815 14:0.000000 15:0.115363 16:0.038405 17:0.516129 18:0.250000 19:0.142857 20:0.041842 21:0.898479 22:0.699599 23:0.539574 24:0.807675 25:0.381678 26:0.323609 27:0.638513 28:0.244618 29:0.631063 30:0.558278 31:0.596706 32:0.541694 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.867737 38:0.663533 39:0.615400 40:0.766326 41:0.018913 42:0.195122 43:0.105263 44:0.142857 45:0.145985 46:0.000000 #docid = GX006-79-12745507 inc = 1 prob = 0.392367
0 qid:9922 1:0.080882 2:0.320000 3:0.400000 4:0.000000 5:0.117647 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.077642 12:0.334362 13:0.414815 14:0.000000 15:0.115363 16:0.038405 17:0.516129 18:0.250000 19:0.142857 20:0.041842 21:0.898479 22:0.699599 23:0.539574 24:0.807675 25:0.381678 26:0.323609 27:0.638513 28:0.244618 29:0.631063 30:0.558278 31:0.596706 32:0.541694 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.867737 38:0.663533 39:0.615400 40:0.766326 41:0.018913 42:0.195122 43:0.105263 44:0.142857 45:0.145985 46:0.000000 #docid = GX006-79-12745507 inc = 1 prob = 0.392367
0 qid:8818 1:0.186644 2:0.210526 3:0.000000 4:0.000000 5:0.192833 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.180371 12:0.204857 13:0.000000 14:0.000000 15:0.185531 16:0.048353 17:0.013596 18:0.083333 19:0.470588 20:0.047585 21:0.716496 22:0.591797 23:0.591281 24:0.568186 25:0.541944 26:0.928663 27:0.994278 28:0.854228 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.715476 38:0.568443 39:0.574752 40:0.556397 41:0.001002 42:0.014085 43:0.631579 44:0.666667 45:0.445455 46:0.000000 #docid = GX006-90-3057387 inc = 1 prob = 0.151149
0 qid:8818 1:0.186644 2:0.210526 3:0.000000 4:0.000000 5:0.192833 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.180371 12:0.204857 13:0.000000 14:0.000000 15:0.185531 16:0.048353 17:0.013596 18:0.083333 19:0.470588 20:0.047585 21:0.716496 22:0.591797 23:0.591281 24:0.568186 25:0.541944 26:0.928663 27:0.994278 28:0.854228 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.715476 38:0.568443 39:0.574752 40:0.556397 41:0.001002 42:0.014085 43:0.631579 44:0.666667 45:0.445455 46:0.000000 #docid = GX006-90-3057387 inc = 1 prob = 0.151149
0 qid:8818 1:0.186644 2:0.210526 3:0.000000 4:0.000000 5:0.192833 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.180371 12:0.204857 13:0.000000 14:0.000000 15:0.185531 16:0.048353 17:0.013596 18:0.083333 19:0.470588 20:0.047585 21:0.716496 22:0.591797 23:0.591281 24:0.568186 25:0.541944 26:0.928663 27:0.994278 28:0.854228 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.715476 38:0.568443 39:0.574752 40:0.556397 41:0.001002 42:0.014085 43:0.631579 44:0.666667 45:0.445455 46:0.000000 #docid = GX006-90-3057387 inc = 1 prob = 0.151149
1 qid:863 1:0.018244 2:0.166667 3:0.500000 4:0.500000 5:0.022805 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.026969 12:0.180972 13:0.719509 14:0.500000 15:0.036894 16:0.012322 17:0.054054 18:0.090909 19:0.666667 20:0.011942 21:0.981966 22:0.960649 23:0.657339 24:0.883599 25:0.440943 26:0.338187 27:0.304999 28:0.264418 29:1.000000 30:1.000000 31:1.000000 32:1.000000 33:0.513407 34:0.028090 35:0.000367 36:0.007154 37:0.998699 38:1.000000 39:0.830504 40:0.960306 41:0.017580 42:0.006289 43:0.005556 44:0.600000 45:0.583333 46:0.000000 #docid = GX246-43-9546943 inc = 1 prob = 0.206272
