1 qid:400 1:0.009719 2:0.181818 3:0.600000 4:0.250000 5:0.012788 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.911563 12:0.204549 13:0.869931 14:0.261483 15:0.920774 16:0.005044 17:0.133333 18:0.250000 19:0.625000 20:0.004998 21:0.926197 22:0.874000 23:0.713891 24:0.887337 25:0.783176 26:0.525678 27:0.335375 28:0.528801 29:0.828324 30:0.899648 31:0.996847 32:0.839741 33:0.384928 34:0.291823 35:0.450501 36:0.216756 37:0.996363 38:0.953624 39:0.780164 40:0.945396 41:0.000113 42:0.003289 43:0.000000 44:0.800000 45:0.444444 46:0.000000 #docid = GX067-85-2982742 inc = 1 prob = 0.581656
0 qid:1394 1:0.356164 2:0.000000 3:0.000000 4:0.000000 5:0.350230 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.346659 12:0.000000 13:0.000000 14:0.000000 15:0.341079 16:1.000000 17:0.190476 18:0.000000 19:0.444444 20:1.000000 21:0.025639 22:0.400055 23:0.476802 24:0.375714 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.000000 38:0.374224 39:0.470496 40:0.380816 41:0.033469 42:0.002581 43:0.000000 44:0.333333 45:0.238095 46:0.000000 #docid = GX231-11-16749620 inc = 1 prob = 0.120933
0 qid:1297 1:1.000000 2:0.000000 3:1.000000 4:0.000000 5:1.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.888606 12:0.000000 13:1.000000 14:0.000000 15:0.894085 16:0.988071 17:0.000000 18:0.722222 19:0.272727 20:0.988127 21:0.382156 22:0.510516 23:0.504090 24:0.455352 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.357154 30:0.739449 31:0.995011 32:0.757040 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.384891 38:0.510826 39:0.504545 40:0.447352 41:0.000000 42:0.000000 43:0.000000 44:0.500000 45:0.878049 46:0.000000 #docid = GX012-21-14866733 inc = 0.750607196046879 prob = 0.142726
0 qid:7631 1:0.034221 2:0.166667 3:0.300000 4:0.000000 5:0.036896 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.089526 12:0.132983 13:0.327687 14:0.000000 15:0.105014 16:0.015773 17:0.172414 18:0.343750 19:0.272727 20:0.015897 21:0.826752 22:0.373130 23:0.571882 24:0.590341 25:0.651176 26:0.503136 27:0.460386 28:0.516162 29:0.347855 30:0.207633 31:0.639991 32:0.267006 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.808355 38:0.321274 39:0.493488 40:0.487001 41:0.003159 42:0.020000 43:0.000000 44:0.500000 45:0.593023 46:0.000000 #docid = GX032-98-13580733 inc = 1 prob = 0.127524
0 qid:1663 1:0.386364 2:0.000000 3:1.000000 4:0.000000 5:0.431818 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.406898 12:0.000000 13:1.000000 14:0.000000 15:0.455058 16:0.081570 17:0.043478 18:0.333333 19:0.181818 20:0.080682 21:0.982413 22:0.977092 23:0.858580 24:0.953943 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:1.000000 30:1.000000 31:1.000000 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.994734 38:0.955580 39:0.866680 40:0.939641 41:0.156728 42:0.326923 43:0.500000 44:0.125000 45:0.267857 46:0.000000 #docid = GX246-66-5658244 inc = 1 prob = 0.460771
0 qid:5695 1:0.132671 2:0.148936 3:0.090909 4:0.000000 5:0.133745 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.813688 12:0.125448 13:0.122410 14:0.000000 15:0.815401 16:0.062664 17:0.099099 18:0.250000 19:0.444444 20:0.063114 21:0.291487 22:0.685913 23:0.663059 24:0.731746 25:0.719146 26:0.393577 27:0.080751 28:0.383135 29:0.200717 30:0.120411 31:0.103680 32:0.038458 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.297981 38:0.683109 39:0.665201 40:0.734495 41:0.003569 42:0.004950 43:0.003371 44:0.500000 45:0.679245 46:0.000000 #docid = GX143-58-11737079 inc = 0.581897089224979 prob = 0.114428
0 qid:8857 1:0.551622 2:0.000000 3:0.000000 4:0.000000 5:0.551622 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.459710 12:0.000000 13:0.000000 14:0.000000 15:0.459672 16:0.176199 17:0.071429 18:0.272727 19:0.100000 20:0.176097 21:0.768942 22:0.574223 23:0.736973 24:0.609419 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.769582 38:0.575307 39:0.737644 40:0.610693 41:0.032571 42:0.125000 43:0.000000 44:0.500000 45:0.039216 46:0.000000 #docid = GX047-58-1162547 inc = 0.515323862567918 prob = 0.108079
0 qid:9578 1:0.048358 2:1.000000 3:0.016667 4:1.000000 5:0.162409 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.211511 12:1.000000 13:0.029413 14:1.000000 15:0.519985 16:0.004705 17:1.000000 18:0.010870 19:0.285714 20:0.014949 21:1.000000 22:1.000000 23:0.695749 24:0.959461 25:0.483092 26:1.000000 27:1.000000 28:1.000000 29:0.629742 30:0.388910 31:0.375517 32:0.123028 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:1.000000 38:1.000000 39:0.988975 40:0.987162 41:1.000000 42:1.000000 43:0.268657 44:0.166667 45:0.423077 46:0.000000 #docid = GX000-12-10717157 inc = 1 prob = 0.165301
0 qid:1609 1:0.025316 2:0.166667 3:0.666667 4:0.000000 5:0.074074 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.085241 12:0.166667 13:0.699003 14:0.000000 15:0.163643 16:0.022090 17:0.057143 18:0.300000 19:0.666667 20:0.022109 21:0.505409 22:0.429701 23:0.215119 24:0.192222 25:1.000000 26:1.000000 27:0.720311 28:1.000000 29:0.859381 30:0.923001 31:0.836176 32:0.788479 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.663397 38:0.536122 39:0.397756 40:0.249778 41:0.000134 42:0.028571 43:0.000000 44:0.400000 45:0.641509 46:0.000000 #docid = GX250-69-8489359 inc = 0.922705746234885 prob = 0.063749
0 qid:5540 1:0.002116 2:0.375000 3:1.000000 4:0.000000 5:0.003706 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.621293 12:0.263423 13:0.448473 14:0.000000 15:0.631404 16:0.001218 17:0.564103 18:0.583333 19:0.444444 20:0.002322 21:0.160428 22:0.273220 23:0.138529 24:0.227891 25:0.249440 26:0.035351 27:0.136941 28:0.137197 29:0.349812 30:0.325157 31:0.100336 32:0.432530 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.184655 38:0.245822 39:0.173104 40:0.227613 41:0.086419 42:0.115385 43:0.000000 44:0.333333 45:0.542373 46:0.000000 #docid = GX004-30-9780785 inc = 1 prob = 0.0887271
0 qid:2201 1:0.164557 2:0.000000 3:0.000000 4:0.000000 5:0.164557 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.180700 12:0.000000 13:0.000000 14:0.000000 15:0.180952 16:0.062795 17:0.285714 18:0.000000 19:1.000000 20:0.063133 21:0.840716 22:0.833297 23:0.872718 24:0.878405 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.835917 38:0.833888 39:0.868120 40:0.879333 41:0.267590 42:1.000000 43:0.500000 44:1.000000 45:0.833333 46:0.000000 #docid = GX135-62-9334709 inc = 0.551192463785239 prob = 0.102698
0 qid:8308 1:0.009877 2:0.000000 3:0.750000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.009609 12:0.000000 13:0.817184 14:0.000000 15:0.000000 16:0.002303 17:0.000000 18:0.250000 19:0.428571 20:0.000842 21:0.806350 22:0.848989 23:0.438007 24:0.785745 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.876717 30:0.934081 31:0.962057 32:0.955879 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.867954 38:0.829880 39:0.503190 40:0.850270 41:0.000322 42:0.074074 43:0.027778 44:0.500000 45:0.340426 46:0.000000 #docid = GX039-27-0525101 inc = 1 prob = 0.0709562
0 qid:4129 1:0.161914 2:0.000000 3:0.000000 4:0.000000 5:0.161914 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.134035 12:0.000000 13:0.000000 14:0.000000 15:0.134028 16:0.136530 17:0.823529 18:0.470588 19:0.333333 20:0.137067 21:0.744120 22:0.772555 23:0.911574 24:0.726570 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.747883 38:0.789196 39:0.898702 40:0.727462 41:0.357638 42:0.384615 43:0.354839 44:0.600000 45:0.200000 46:0.000000 #docid = GX034-48-0913074 inc = 0.816515042572764 prob = 0.215525
1 qid:326 1:0.047490 2:0.333333 3:0.000000 4:0.000000 5:0.045020 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.066282 12:0.333333 13:0.000000 14:0.000000 15:0.063931 16:0.017453 17:0.161290 18:0.000000 19:0.117647 20:0.017314 21:0.800986 22:0.662904 23:0.665529 24:0.660923 25:0.604661 26:0.769979 27:0.400756 28:0.833477 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.818834 38:0.678116 39:0.672107 40:0.675343 41:0.009163 42:0.066667 43:0.000000 44:0.333333 45:0.111111 46:0.000000 #docid = GX254-39-11055128 inc = 0.847247841771946 prob = 0.872033
0 qid:289 1:0.342857 2:0.000000 3:0.000000 4:0.000000 5:0.314286 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.321912 12:0.000000 13:0.000000 14:0.000000 15:0.298222 16:0.461625 17:0.030303 18:0.000000 19:0.100000 20:0.452116 21:0.832587 22:0.536918 23:0.904257 24:0.560943 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.801761 38:0.568986 39:0.883130 40:0.611532 41:0.000276 42:0.010000 43:0.000000 44:0.166667 45:0.163636 46:0.000000 #docid = GX231-00-2321093 inc = 0.720652215243597 prob = 0.121204
1 qid:8185 1:0.292132 2:0.200000 3:0.500000 4:1.000000 5:0.292493 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.601968 12:0.219303 13:1.000000 14:1.000000 15:0.607467 16:0.316198 17:0.166667 18:0.555556 19:0.125000 20:0.316211 21:0.548684 22:0.599910 23:0.655423 24:0.572012 25:0.472882 26:0.506763 27:0.529098 28:0.446481 29:0.550314 30:0.528072 31:0.810446 32:0.459661 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.546940 38:0.605946 39:0.667792 40:0.579769 41:0.057937 42:0.300000 43:1.000000 44:0.166667 45:0.000000 46:0.000000 #docid = GX013-99-7063626 inc = 0.729944506428685 prob = 0.669139
0 qid:6383 1:0.115854 2:0.000000 3:1.000000 4:0.000000 5:0.134146 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.109125 12:0.000000 13:1.000000 14:0.000000 15:0.126046 16:0.028402 17:0.000000 18:0.750000 19:0.428571 20:0.027828 21:0.648028 22:0.440288 23:0.440988 24:0.393943 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:1.000000 30:1.000000 31:0.620675 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.664669 38:0.316325 39:0.282533 40:0.248742 41:0.000000 42:0.000000 43:0.312500 44:0.333333 45:0.446429 46:0.000000 #docid = GX067-91-12483769 inc = 1 prob = 0.169987
0 qid:6906 1:0.000000 2:0.083333 3:0.333333 4:0.333333 5:0.001779 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.075975 13:0.271962 14:0.253256 15:0.000866 16:0.000000 17:0.056818 18:0.333333 19:0.076923 20:0.000000 21:0.130372 22:0.838815 23:0.000000 24:1.000000 25:0.345888 26:0.097598 27:0.001268 28:0.067255 29:0.291557 30:0.049799 31:0.000998 32:0.038058 33:0.387632 34:0.055831 35:0.000756 36:0.036385 37:0.263128 38:0.767509 39:0.000000 40:0.988337 41:0.002156 42:0.055556 43:0.000000 44:0.000000 45:0.000000 46:0.000000 #docid = GX013-26-9433991 inc = 1 prob = 0.166303
