0 qid:752 1:0.007722 2:0.000000 3:1.000000 4:0.000000 5:0.010618 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.021748 12:0.000000 13:1.000000 14:0.000000 15:0.027123 16:0.000573 17:0.363636 18:0.461538 19:0.555556 20:0.000443 21:0.823374 22:1.000000 23:0.566920 24:0.962958 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:1.000000 30:1.000000 31:1.000000 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.843052 38:0.969841 39:0.617924 40:0.943466 41:0.056786 42:0.200000 43:0.102564 44:0.714286 45:1.000000 46:0.000000 #docid = GX065-14-14726465 inc = 1 prob = 0.0901514
1 qid:9968 1:0.034146 2:0.021739 3:0.500000 4:1.000000 5:0.048780 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.061504 12:0.026967 13:0.590143 14:1.000000 15:0.097333 16:0.021533 17:0.005848 18:0.444444 19:0.181818 20:0.022295 21:0.853693 22:0.915364 23:0.816725 24:0.951647 25:0.472882 26:0.489337 27:0.606967 28:0.414220 29:0.531779 30:0.491399 31:0.673702 32:0.410448 33:0.899922 34:0.950743 35:0.999430 36:0.951237 37:0.914155 38:0.931763 39:0.857195 40:0.960819 41:0.027607 42:0.001212 43:0.042254 44:0.100000 45:0.351852 46:0.000000 #docid = GX044-77-8638528 inc = 1 prob = 0.701017
1 qid:9968 1:0.034146 2:0.021739 3:0.500000 4:1.000000 5:0.048780 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.061504 12:0.026967 13:0.590143 14:1.000000 15:0.097333 16:0.021533 17:0.005848 18:0.444444 19:0.181818 20:0.022295 21:0.853693 22:0.915364 23:0.816725 24:0.951647 25:0.472882 26:0.489337 27:0.606967 28:0.414220 29:0.531779 30:0.491399 31:0.673702 32:0.410448 33:0.899922 34:0.950743 35:0.999430 36:0.951237 37:0.914155 38:0.931763 39:0.857195 40:0.960819 41:0.027607 42:0.001212 43:0.042254 44:0.100000 45:0.351852 46:0.000000 #docid = GX044-77-8638528 inc = 1 prob = 0.701017
1 qid:9968 1:0.034146 2:0.021739 3:0.500000 4:1.000000 5:0.048780 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.061504 12:0.026967 13:0.590143 14:1.000000 15:0.097333 16:0.021533 17:0.005848 18:0.444444 19:0.181818 20:0.022295 21:0.853693 22:0.915364 23:0.816725 24:0.951647 25:0.472882 26:0.489337 27:0.606967 28:0.414220 29:0.531779 30:0.491399 31:0.673702 32:0.410448 33:0.899922 34:0.950743 35:0.999430 36:0.951237 37:0.914155 38:0.931763 39:0.857195 40:0.960819 41:0.027607 42:0.001212 43:0.042254 44:0.100000 45:0.351852 46:0.000000 #docid = GX044-77-8638528 inc = 1 prob = 0.701017
1 qid:7766 1:0.731322 2:1.000000 3:0.000000 4:0.500000 5:0.736011 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.808196 12:1.000000 13:0.000000 14:0.500000 15:0.813264 16:0.982983 17:0.558140 18:0.000000 19:0.096774 20:0.983348 21:0.677462 22:0.631910 23:0.744962 24:0.594808 25:0.387156 26:0.131146 27:1.000000 28:0.068100 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.958306 34:0.980707 35:0.861117 36:0.979856 37:0.681537 38:0.628776 39:0.745694 40:0.605536 41:1.000000 42:0.266667 43:0.000000 44:0.666667 45:0.076531 46:0.000000 #docid = GX241-54-1537202 inc = 1 prob = 0.0138668
1 qid:7766 1:0.731322 2:1.000000 3:0.000000 4:0.500000 5:0.736011 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.808196 12:1.000000 13:0.000000 14:0.500000 15:0.813264 16:0.982983 17:0.558140 18:0.000000 19:0.096774 20:0.983348 21:0.677462 22:0.631910 23:0.744962 24:0.594808 25:0.387156 26:0.131146 27:1.000000 28:0.068100 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.958306 34:0.980707 35:0.861117 36:0.979856 37:0.681537 38:0.628776 39:0.745694 40:0.605536 41:1.000000 42:0.266667 43:0.000000 44:0.666667 45:0.076531 46:0.000000 #docid = GX241-54-1537202 inc = 1 prob = 0.0138668
1 qid:7766 1:0.731322 2:1.000000 3:0.000000 4:0.500000 5:0.736011 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.808196 12:1.000000 13:0.000000 14:0.500000 15:0.813264 16:0.982983 17:0.558140 18:0.000000 19:0.096774 20:0.983348 21:0.677462 22:0.631910 23:0.744962 24:0.594808 25:0.387156 26:0.131146 27:1.000000 28:0.068100 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.958306 34:0.980707 35:0.861117 36:0.979856 37:0.681537 38:0.628776 39:0.745694 40:0.605536 41:1.000000 42:0.266667 43:0.000000 44:0.666667 45:0.076531 46:0.000000 #docid = GX241-54-1537202 inc = 1 prob = 0.0138668
0 qid:668 1:0.065359 2:0.000000 3:0.000000 4:0.000000 5:0.063830 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.055436 12:0.000000 13:0.000000 14:0.000000 15:0.055893 16:0.092195 17:0.054545 18:0.129032 19:0.400000 20:0.092402 21:0.318329 22:0.000000 23:0.211085 24:0.100186 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.347051 38:0.000000 39:0.207181 40:0.111025 41:0.000138 42:0.000865 43:0.056338 44:0.333333 45:0.215686 46:0.000000 #docid = GX009-24-0136071 inc = 1 prob = 0.0434429
0 qid:668 1:0.065359 2:0.000000 3:0.000000 4:0.000000 5:0.063830 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.055436 12:0.000000 13:0.000000 14:0.000000 15:0.055893 16:0.092195 17:0.054545 18:0.129032 19:0.400000 20:0.092402 21:0.318329 22:0.000000 23:0.211085 24:0.100186 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.347051 38:0.000000 39:0.207181 40:0.111025 41:0.000138 42:0.000865 43:0.056338 44:0.333333 45:0.215686 46:0.000000 #docid = GX009-24-0136071 inc = 1 prob = 0.0434429
0 qid:668 1:0.065359 2:0.000000 3:0.000000 4:0.000000 5:0.063830 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.055436 12:0.000000 13:0.000000 14:0.000000 15:0.055893 16:0.092195 17:0.054545 18:0.129032 19:0.400000 20:0.092402 21:0.318329 22:0.000000 23:0.211085 24:0.100186 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.347051 38:0.000000 39:0.207181 40:0.111025 41:0.000138 42:0.000865 43:0.056338 44:0.333333 45:0.215686 46:0.000000 #docid = GX009-24-0136071 inc = 1 prob = 0.0434429
0 qid:5307 1:0.081306 2:0.150000 3:0.600000 4:0.000000 5:0.080438 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.085428 12:0.148544 13:0.579764 14:0.000000 15:0.085363 16:0.071251 17:0.153846 18:0.250000 19:0.000000 20:0.071041 21:0.764134 22:0.455280 23:0.668892 24:0.368715 25:0.792390 26:0.806108 27:0.339916 28:0.956604 29:1.000000 30:1.000000 31:0.708087 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.783637 38:0.432984 39:0.615914 40:0.399136 41:0.005071 42:0.050000 43:0.000000 44:0.000000 45:0.004651 46:0.000000 #docid = GX016-13-2432156 inc = 1 prob = 0.263814
0 qid:5307 1:0.081306 2:0.150000 3:0.600000 4:0.000000 5:0.080438 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.085428 12:0.148544 13:0.579764 14:0.000000 15:0.085363 16:0.071251 17:0.153846 18:0.250000 19:0.000000 20:0.071041 21:0.764134 22:0.455280 23:0.668892 24:0.368715 25:0.792390 26:0.806108 27:0.339916 28:0.956604 29:1.000000 30:1.000000 31:0.708087 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.783637 38:0.432984 39:0.615914 40:0.399136 41:0.005071 42:0.050000 43:0.000000 44:0.000000 45:0.004651 46:0.000000 #docid = GX016-13-2432156 inc = 1 prob = 0.263814
0 qid:5307 1:0.081306 2:0.150000 3:0.600000 4:0.000000 5:0.080438 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.085428 12:0.148544 13:0.579764 14:0.000000 15:0.085363 16:0.071251 17:0.153846 18:0.250000 19:0.000000 20:0.071041 21:0.764134 22:0.455280 23:0.668892 24:0.368715 25:0.792390 26:0.806108 27:0.339916 28:0.956604 29:1.000000 30:1.000000 31:0.708087 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.783637 38:0.432984 39:0.615914 40:0.399136 41:0.005071 42:0.050000 43:0.000000 44:0.000000 45:0.004651 46:0.000000 #docid = GX016-13-2432156 inc = 1 prob = 0.263814
0 qid:5730 1:0.028436 2:0.000000 3:0.000000 4:0.000000 5:0.028436 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.039818 12:0.000000 13:0.000000 14:0.000000 15:0.039826 16:0.007374 17:0.076923 18:0.368421 19:0.555556 20:0.008950 21:0.700265 22:0.512006 23:0.270435 24:0.442258 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.685963 38:0.453590 39:0.255140 40:0.395824 41:0.157498 42:0.571429 43:0.054054 44:0.625000 45:0.725275 46:0.000000 #docid = GX164-40-3907256 inc = 1 prob = 0.192354
0 qid:5730 1:0.028436 2:0.000000 3:0.000000 4:0.000000 5:0.028436 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.039818 12:0.000000 13:0.000000 14:0.000000 15:0.039826 16:0.007374 17:0.076923 18:0.368421 19:0.555556 20:0.008950 21:0.700265 22:0.512006 23:0.270435 24:0.442258 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.685963 38:0.453590 39:0.255140 40:0.395824 41:0.157498 42:0.571429 43:0.054054 44:0.625000 45:0.725275 46:0.000000 #docid = GX164-40-3907256 inc = 1 prob = 0.192354
0 qid:5730 1:0.028436 2:0.000000 3:0.000000 4:0.000000 5:0.028436 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.039818 12:0.000000 13:0.000000 14:0.000000 15:0.039826 16:0.007374 17:0.076923 18:0.368421 19:0.555556 20:0.008950 21:0.700265 22:0.512006 23:0.270435 24:0.442258 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.685963 38:0.453590 39:0.255140 40:0.395824 41:0.157498 42:0.571429 43:0.054054 44:0.625000 45:0.725275 46:0.000000 #docid = GX164-40-3907256 inc = 1 prob = 0.192354
0 qid:1609 1:0.455696 2:0.000000 3:0.000000 4:1.000000 5:0.456790 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.787736 12:0.000000 13:0.000000 14:1.000000 15:0.647023 16:0.413764 17:0.057143 18:0.000000 19:0.666667 20:0.411565 21:0.607219 22:0.363463 23:0.691312 24:0.275968 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.799876 34:0.000000 35:0.000000 36:0.000000 37:0.536092 38:0.380730 39:0.655402 40:0.269830 41:0.003215 42:0.028571 43:0.000000 44:0.400000 45:0.773585 46:0.000000 #docid = GX254-15-1652348 inc = 0.922705746234885 prob = 0.35357
0 qid:1609 1:0.455696 2:0.000000 3:0.000000 4:1.000000 5:0.456790 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.787736 12:0.000000 13:0.000000 14:1.000000 15:0.647023 16:0.413764 17:0.057143 18:0.000000 19:0.666667 20:0.411565 21:0.607219 22:0.363463 23:0.691312 24:0.275968 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.799876 34:0.000000 35:0.000000 36:0.000000 37:0.536092 38:0.380730 39:0.655402 40:0.269830 41:0.003215 42:0.028571 43:0.000000 44:0.400000 45:0.773585 46:0.000000 #docid = GX254-15-1652348 inc = 0.922705746234885 prob = 0.35357
0 qid:1609 1:0.455696 2:0.000000 3:0.000000 4:1.000000 5:0.456790 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.787736 12:0.000000 13:0.000000 14:1.000000 15:0.647023 16:0.413764 17:0.057143 18:0.000000 19:0.666667 20:0.411565 21:0.607219 22:0.363463 23:0.691312 24:0.275968 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.799876 34:0.000000 35:0.000000 36:0.000000 37:0.536092 38:0.380730 39:0.655402 40:0.269830 41:0.003215 42:0.028571 43:0.000000 44:0.400000 45:0.773585 46:0.000000 #docid = GX254-15-1652348 inc = 0.922705746234885 prob = 0.35357
1 qid:3212 1:0.108186 2:0.090909 3:0.000000 4:0.000000 5:0.108211 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.070217 12:0.056974 13:0.000000 14:0.000000 15:0.071213 16:0.085764 17:0.343750 18:0.000000 19:0.416667 20:0.085912 21:0.771211 22:0.772960 23:0.882851 24:0.797612 25:0.115589 26:0.195705 27:0.003739 28:0.015761 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.779352 38:0.780919 39:0.880747 40:0.811295 41:0.004763 42:0.125000 43:0.000000 44:0.666667 45:0.363636 46:0.000000 #docid = GX259-37-14106761 inc = 1 prob = 0.732013
1 qid:3212 1:0.108186 2:0.090909 3:0.000000 4:0.000000 5:0.108211 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.070217 12:0.056974 13:0.000000 14:0.000000 15:0.071213 16:0.085764 17:0.343750 18:0.000000 19:0.416667 20:0.085912 21:0.771211 22:0.772960 23:0.882851 24:0.797612 25:0.115589 26:0.195705 27:0.003739 28:0.015761 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.779352 38:0.780919 39:0.880747 40:0.811295 41:0.004763 42:0.125000 43:0.000000 44:0.666667 45:0.363636 46:0.000000 #docid = GX259-37-14106761 inc = 1 prob = 0.732013
1 qid:3212 1:0.108186 2:0.090909 3:0.000000 4:0.000000 5:0.108211 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.070217 12:0.056974 13:0.000000 14:0.000000 15:0.071213 16:0.085764 17:0.343750 18:0.000000 19:0.416667 20:0.085912 21:0.771211 22:0.772960 23:0.882851 24:0.797612 25:0.115589 26:0.195705 27:0.003739 28:0.015761 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.779352 38:0.780919 39:0.880747 40:0.811295 41:0.004763 42:0.125000 43:0.000000 44:0.666667 45:0.363636 46:0.000000 #docid = GX259-37-14106761 inc = 1 prob = 0.732013
