0 qid:3208 1:0.033557 2:0.666667 3:0.500000 4:0.500000 5:0.059603 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.033557 12:0.570913 13:0.500000 14:0.500000 15:0.055232 16:0.105060 17:0.882353 18:0.352941 19:0.428571 20:0.105848 21:0.392544 22:0.105547 23:0.245131 24:0.024356 25:0.446815 26:0.890981 27:0.900204 28:0.922918 29:0.409715 30:0.140721 31:0.006910 32:0.093015 33:0.757522 34:0.649897 35:0.713848 36:0.818253 37:0.533799 38:0.266805 39:0.432941 40:0.324949 41:0.038141 42:1.000000 43:0.371681 44:0.500000 45:0.349206 46:0.000000 #docid = GX005-92-3375161 inc = 1 prob = 0.0545193
1 qid:939 1:0.081967 2:1.000000 3:1.000000 4:0.500000 5:0.140625 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.081967 12:1.000000 13:1.000000 14:0.500000 15:0.140625 16:0.025162 17:0.600000 18:0.833333 19:0.666667 20:0.028651 21:0.907305 22:0.912234 23:0.443329 24:0.902990 25:0.395949 26:0.253497 27:0.460754 28:0.253521 29:0.962645 30:1.000000 31:1.000000 32:0.796885 33:0.746613 34:0.164484 35:0.002255 36:0.284622 37:0.965058 38:0.992791 39:0.596600 40:0.986614 41:0.003887 42:0.009174 43:0.037267 44:0.666667 45:0.581818 46:0.000000 #docid = GX007-58-1511316 inc = 1 prob = 0.0784962
0 qid:4070 1:0.090452 2:0.000000 3:0.000000 4:0.000000 5:0.090452 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.090452 12:0.000000 13:0.000000 14:0.000000 15:0.090452 16:0.008238 17:0.000000 18:0.636364 19:0.705882 20:0.008502 21:0.989867 22:0.811914 23:0.828398 24:0.343234 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.989325 38:0.798592 39:0.788971 40:0.336876 41:0.000000 42:0.000000 43:0.444444 44:0.625000 45:0.990000 46:0.000000 #docid = GX166-52-4297373 inc = 1 prob = 0.190262
0 qid:7744 1:0.053521 2:1.000000 3:1.000000 4:0.000000 5:0.059490 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.044979 12:0.950341 13:1.000000 14:0.000000 15:0.048141 16:0.006443 17:0.075000 18:0.280000 19:0.200000 20:0.006598 21:1.000000 22:1.000000 23:0.854561 24:1.000000 25:1.000000 26:1.000000 27:1.000000 28:1.000000 29:1.000000 30:1.000000 31:1.000000 32:1.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:1.000000 38:1.000000 39:0.913107 40:1.000000 41:0.816603 42:0.024390 43:0.117647 44:0.200000 45:0.239130 46:0.000000 #docid = GX007-14-14310242 inc = 1 prob = 0.169125
0 qid:618 1:0.148515 2:0.000000 3:0.000000 4:0.000000 5:0.148352 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.275991 12:0.000000 13:0.000000 14:0.000000 15:0.278670 16:0.100532 17:0.294118 18:0.166667 19:0.363636 20:0.100706 21:0.398686 22:0.541238 23:0.676043 24:0.648098 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.376975 38:0.525832 39:0.678754 40:0.634583 41:0.014727 42:0.004545 43:0.004525 44:0.666667 45:0.338710 46:0.000000 #docid = GX020-83-5042495 inc = 0.730050449494723 prob = 0.125707
0 qid:1428 1:0.011226 2:0.562500 3:0.333333 4:0.750000 5:0.012111 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.974856 12:0.646530 13:0.431099 14:1.000000 15:0.980392 16:0.014065 17:0.529412 18:0.357143 19:0.176471 20:0.014509 21:0.270973 22:0.372320 23:0.248933 24:0.379040 25:0.461510 26:0.633888 27:0.825655 28:0.649083 29:0.604618 30:0.501169 31:0.447376 32:0.513505 33:1.000000 34:1.000000 35:1.000000 36:1.000000 37:0.497616 38:0.517226 39:0.360584 40:0.483242 41:0.003875 42:0.054348 43:0.007937 44:0.600000 45:0.159420 46:0.000000 #docid = GX022-53-11006028 inc = 1 prob = 0.0908775
1 qid:1912 1:0.001248 2:0.062500 3:0.428571 4:0.000000 5:0.002496 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.944395 12:0.073226 13:0.590110 14:0.000000 15:0.949933 16:0.000128 17:0.057143 18:0.333333 19:0.500000 20:0.000383 21:0.877976 22:0.827608 23:0.580562 24:0.671480 25:0.274213 26:0.202604 27:0.045930 28:0.213268 29:0.856473 30:0.782237 31:0.379186 32:0.694586 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.628409 38:0.770164 39:0.608805 40:0.692058 41:0.020633 42:0.836735 43:0.000000 44:0.400000 45:0.512195 46:0.000000 #docid = GX009-77-12546736 inc = 1 prob = 0.114564
0 qid:6753 1:0.017045 2:0.333333 3:0.500000 4:0.500000 5:0.019830 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.040369 12:0.333333 13:1.000000 14:0.939740 15:0.053797 16:0.008653 17:0.083333 18:1.000000 19:0.500000 20:0.010177 21:0.403257 22:0.382610 23:0.185364 24:0.467522 25:0.879779 26:1.000000 27:0.692112 28:1.000000 29:0.338249 30:0.496066 31:0.994915 32:0.462579 33:0.869477 34:0.251597 35:0.994944 36:0.093670 37:0.405800 38:0.362791 39:0.220045 40:0.449965 41:0.021744 42:0.142857 43:0.189189 44:0.444444 45:0.490566 46:0.000000 #docid = GX058-91-9904674 inc = 0.811494216719827 prob = 0.0972068
0 qid:9329 1:0.039381 2:1.000000 3:0.000000 4:0.000000 5:0.054775 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.020653 12:1.000000 13:0.000000 14:0.000000 15:0.038181 16:0.056002 17:1.000000 18:0.538462 19:0.285714 20:0.180139 21:0.179170 22:0.000000 23:0.000000 24:0.000000 25:0.009382 26:0.000000 27:1.000000 28:0.247502 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.371260 38:0.186569 39:0.355309 40:0.266272 41:1.000000 42:1.000000 43:0.121622 44:0.714286 45:0.250000 46:0.000000 #docid = GX024-91-8520306 inc = 1 prob = 0.0769177
0 qid:2478 1:0.012097 2:0.000000 3:0.666667 4:0.666667 5:0.028226 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.018721 12:0.000000 13:0.683342 14:0.425573 15:0.034854 16:0.000000 17:0.000000 18:0.190476 19:0.500000 20:0.000136 21:0.709876 22:0.841093 23:0.013418 24:0.624953 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.893258 30:0.780499 31:0.587464 32:0.813097 33:0.441344 34:0.108529 35:0.006653 36:0.237270 37:0.816219 38:0.943919 39:0.159006 40:0.972503 41:0.000000 42:0.000000 43:0.000000 44:0.833333 45:0.463918 46:0.000000 #docid = GX255-06-4814599 inc = 1 prob = 0.0942475
0 qid:7457 1:0.000000 2:0.000000 3:0.000000 4:0.000000 5:0.000000 6:0.000000 7:0.000000 8:0.000000 9:0.000000 10:0.000000 11:0.000000 12:0.000000 13:0.000000 14:0.000000 15:0.000000 16:0.003386 17:0.214286 18:0.000000 19:0.333333 20:0.002323 21:0.854989 22:0.912512 23:0.584138 24:0.939761 25:0.000000 26:0.000000 27:0.000000 28:0.000000 29:0.000000 30:0.000000 31:0.000000 32:0.000000 33:0.000000 34:0.000000 35:0.000000 36:0.000000 37:0.840638 38:0.854489 39:0.562109 40:0.891222 41:0.000228 42:0.006579 43:0.000000 44:0.400000 45:0.371429 46:0.000000 #docid = GX259-29-10475265 inc = 0.628745783782283 prob = 0.168458
